"user_id","sign_up_date","age","gender","married","has_children","home_country","home_city","total_sessions","avg_session_duration_min","avg_page_clicks","total_bookings","num_cancellations","purchase_rate","cancellation_proportion","avg_flight_discount_perc","avg_hotel_discount_perc","flight_discount_proportion","hotel_discount_proportion","discount_purchase_rate","num_flights_booked","num_hotels_booked","user_id2","succesful_trips","avg_daygap_booking_to_flight","avg_daygap_booking_to_checkin","avg_trip_lenght","successful_flights","successful_hotels","avg_hotel_rooms","avg_hotel_nights","avg_seats_flight","avg_checked_bags","luggage_flight_proportion","luggage_trip_proportion","avg_distance_flown","flights_per_month","round_trips_proportion","avg_room_price_usd","avg_flight_price_usd","avg_price_per_seat","money_spend_hotel","money_spend_flight","usd_per_kilometer_flight","weekend_trip_proportion","season_preference"
"519532","2023-01-09","44","F","false","false","Canada","Quebec","9","1.67","13.44","3","0","0.33","0.00","0.12","","0.33","0.00","0.00","3","3","519532","3","6.97","7.15","2.33","3","3","1.67","1.67","1.67","1.33","1.00","1.00","1952.40","0.43","1.00","108.00","451.13","363.05","588","1353.39","0.23","0.00","Summer"
"519541","2023-01-09","48","M","true","false","Usa","San Francisco","8","1.68","13.50","2","0","0.25","0.00","","0.15","0.00","0.13","1.00","2","2","519541","2","8.29","8.51","3.00","2","2","1.00","1.50","1.00","0.50","0.50","0.50","2614.20","0.67","1.00","186.00","489.32","489.32","453.90","978.64","0.19","0.00","Winter"
"519548","2023-01-09","26","M","true","true","Usa","Wichita","8","1.42","11.50","0","0","0.00","","","0.10","0.00","0.13","0.00","0","0","519548","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"519554","2023-01-09","33","F","false","true","Usa","Seattle","9","1.76","14.33","3","0","0.33","0.00","0.05","","0.22","0.00","0.00","3","3","519554","3","10.02","10.25","6.00","3","3","1.00","5.00","1.00","0.67","0.33","0.33","2849.80","0.60","1.00","280.33","510.00","510.00","2760","1530.01","0.18","0.00","Spring"
"519561","2023-01-09","72","F","true","false","Usa","New York","8","0.79","6.25","0","0","0.00","","","0.15","0.00","0.13","0.00","0","0","519561","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"519595","2023-01-09","42","M","false","false","Usa","Los Angeles","8","1.84","14.88","4","0","0.50","0.00","0.13","","0.25","0.00","0.50","4","3","519595","4","7.85","8.76","2.75","4","3","1.00","2.67","1.00","0.25","0.25","0.25","3122.93","0.67","1.00","64.67","531.43","531.43","674","2048.3745","0.16","0.00","Winter"
"519596","2023-01-09","41","F","true","true","Usa","Fayetteville","8","2.11","16.88","2","0","0.25","0.00","0.08","","0.25","0.00","0.00","2","2","519596","2","6.74","6.94","3.50","2","2","1.00","3.00","1.00","0.00","0.00","0.00","2233.62","1.00","1.00","118.50","386.97","386.97","801","773.93","0.17","0.00","Winter"
"519604","2023-01-09","55","F","false","false","Usa","Burlington","8","1.52","12.25","3","0","0.38","0.00","0.15","0.05","0.13","0.13","0.00","3","3","519604","3","7.83","7.95","5.00","3","3","1.00","3.33","1.00","0.33","0.33","0.33","711.41","1.50","1.00","126.67","124.84","124.84","1400","374.51","0.18","0.00","Winter"
"519626","2023-01-09","47","M","false","true","Usa","Cleveland","8","2.29","18.50","3","0","0.38","0.00","0.10","","0.25","0.00","0.00","3","3","519626","3","6.14","6.29","5.00","3","3","1.00","4.00","1.00","0.33","0.33","0.33","1203.88","0.75","1.00","105.00","218.83","218.83","1482","656.48","0.18","0.00","Winter"
"519631","2023-01-09","51","F","false","false","Usa","San Francisco","8","2.76","22.25","6","0","0.75","0.00","0.10","0.30","0.13","0.13","0.50","6","6","519631","6","7.45","7.61","3.33","6","6","1.00","2.00","1.00","0.50","0.50","0.50","1293.77","1.00","1.00","156.50","230.35","230.35","2066.5","1382.07","0.18","0.00","Winter"
"519664","2023-01-09","53","F","true","true","Usa","Riverside","8","3.40","27.50","2","0","0.25","0.00","0.40","0.10","0.13","0.13","0.50","2","2","519664","2","10.82","10.95","7.00","2","2","1.00","5.50","1.00","1.00","1.00","1.00","1008.57","0.50","1.00","157.00","208.00","208.00","1392.8","415.99","0.21","0.00","Spring"
"519687","2023-01-09","25","F","true","true","Usa","Laredo","9","1.37","11.00","0","0","0.00","","0.05","0.08","0.22","0.22","0.00","0","0","519687","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"519694","2023-01-09","33","F","false","false","Canada","Ottawa","8","3.23","26.13","4","0","0.50","0.00","0.10","0.10","0.13","0.13","0.00","4","4","519694","4","5.45","5.64","2.00","4","4","1.00","1.25","1.00","0.50","0.50","0.50","2049.51","0.57","1.00","222.75","378.29","378.29","994","1513.15","0.18","0.00","Winter"
"519695","2023-01-09","39","F","false","false","Usa","Houston","8","2.01","16.00","3","0","0.38","0.00","0.18","0.10","0.25","0.13","0.00","2","3","519695","3","6.52","7.01","3.00","2","3","1.33","2.33","1.00","0.00","0.00","0.00","2215.15","0.50","1.00","210.67","386.55","386.55","1838","773.09","0.17","0.00","Spring"
"519706","2023-01-09","63","F","false","true","Canada","Victoria","8","1.42","11.63","1","0","0.13","0.00","0.10","0.20","0.13","0.13","0.50","0","1","519706","1","","11.52","","0","1","2.00","27.00","","","","0.00","","","","126.00","","","5443.2","","","0.00","Spring"
"519709","2023-01-09","32","F","true","false","Usa","Chicago","9","3.46","19.00","5","1","0.56","0.20","0.05","","0.11","0.00","1.00","5","2","519709","4","8.47","8.11","2.50","4","2","1.00","2.00","1.00","0.25","0.25","0.25","917.31","0.80","1.00","225.50","162.99","162.99","902","639.3305","0.17","0.00","Winter"
"519718","2023-01-09","52","F","true","true","Usa","Buffalo","8","12.54","37.25","4","1","0.50","0.25","0.08","","0.38","0.00","0.33","3","4","519718","3","7.30","6.19","4.00","2","3","1.00","4.33","1.00","0.50","0.50","0.33","1211.52","1.00","1.00","135.67","213.89","213.89","1953","427.78","0.18","0.00","Winter"
"519722","2023-01-09","29","F","true","true","Usa","New York","8","1.39","11.25","3","0","0.38","0.00","","","0.00","0.00","","1","2","519722","3","8.68","7.05","7.00","1","2","1.50","6.00","3.00","0.00","0.00","0.00","2289.60","1.00","1.00","185.50","1171.92","390.64","2520","1171.92","0.51","0.00","Spring"
"519725","2023-01-09","41","F","true","true","Usa","Louisville","8","2.08","16.75","2","0","0.25","0.00","","0.05","0.00","0.13","1.00","1","2","519725","2","4.46","4.74","1.00","1","2","1.00","2.00","1.00","1.00","1.00","0.50","1297.15","1.00","1.00","120.00","232.88","232.88","567.45","232.88","0.18","0.00","Spring"
"519726","2023-01-09","44","F","true","false","Usa","Milwaukee","8","1.14","9.13","2","0","0.25","0.00","0.10","","0.13","0.00","0.00","2","2","519726","2","5.38","5.53","5.00","2","2","1.00","3.00","1.00","0.00","0.00","0.00","1190.27","0.67","1.00","142.00","219.21","219.21","772","438.41","0.18","0.00","Spring"
"519747","2023-01-09","45","M","true","false","Usa","Columbus","8","14.46","37.13","6","1","0.75","0.17","0.10","0.05","0.13","0.13","1.00","6","6","519747","5","8.23","8.41","3.75","5","5","1.20","3.60","1.20","0.20","0.20","0.20","1749.38","0.83","0.80","156.20","343.27","311.98","3483.70","1702.432","0.19","0.00","Summer"
"519769","2023-01-09","41","O","true","true","Usa","Atlanta","8","1.54","12.38","3","0","0.38","0.00","0.15","0.20","0.13","0.13","1.00","3","3","519769","3","7.12","7.29","3.67","3","3","1.00","2.33","1.00","0.33","0.33","0.33","1807.16","1.50","1.00","154.00","312.78","312.78","968.0","859.7880","0.16","0.00","Winter"
"519774","2023-01-09","55","F","false","true","Usa","Las Vegas","8","2.04","16.50","3","0","0.38","0.00","0.23","0.20","0.25","0.13","0.67","2","3","519774","3","7.73","10.79","4.00","2","3","1.00","6.00","1.00","1.00","1.00","0.67","1957.66","1.00","1.00","106.00","330.89","330.89","1914.6","661.78","0.17","0.00","Winter"
"519787","2023-01-09","18","F","false","true","Canada","Edmonton","9","14.79","33.89","2","1","0.22","0.50","0.15","0.15","0.11","0.11","0.00","1","1","519787","1","","11.69","","0","1","2.00","7.00","","","","0.00","","","","128.00","","","1792","","","0.00","Fall"
"519799","2023-01-09","37","F","false","true","Usa","Bakersfield","8","1.94","15.50","5","0","0.63","0.00","0.25","","0.38","0.00","0.33","5","3","519799","5","7.24","6.33","3.20","5","3","1.00","3.00","1.00","0.40","0.40","0.40","2573.34","1.25","1.00","205.33","450.18","450.18","1874","2123.036","0.17","0.00","Spring"
"519846","2023-01-09","57","F","false","true","Usa","Brownsville","9","2.34","18.78","4","0","0.44","0.00","0.15","","0.11","0.00","1.00","3","4","519846","4","6.93","5.75","3.50","3","4","1.50","3.50","1.33","0.00","0.00","0.00","2480.46","0.60","0.67","261.50","524.13","391.83","7592","1481.6615","0.20","0.00","Spring"
"519848","2023-01-09","43","F","false","false","Usa","Los Angeles","9","2.24","18.11","4","0","0.44","0.00","0.20","0.05","0.22","0.11","0.00","4","4","519848","4","7.62","7.81","3.00","4","4","1.50","2.00","1.50","0.00","0.00","0.00","2109.81","0.80","1.00","230.25","429.63","374.98","2223","1718.51","0.20","0.00","Spring"
"519853","2023-01-09","42","F","false","true","Usa","New York","8","1.37","11.13","2","0","0.25","0.00","0.10","0.10","0.25","0.38","0.20","2","1","519853","2","5.55","4.59","2.00","2","1","1.00","2.00","1.50","0.00","0.00","0.00","972.40","0.33","1.00","290.00","252.80","180.52","580","491.1440","0.25","0.00","Summer"
"519859","2023-01-09","42","F","false","false","Usa","San Diego","8","1.66","13.38","5","0","0.63","0.00","0.13","0.05","0.38","0.13","0.75","5","4","519859","5","9.28","8.44","6.60","5","4","1.25","6.50","1.40","0.00","0.00","0.00","2837.52","0.71","1.00","205.00","668.95","472.37","5366.50","3257.638","0.23","0.00","Winter"
"519885","2023-01-09","28","F","false","false","Usa","Houston","8","2.10","16.88","3","0","0.38","0.00","0.05","0.05","0.13","0.13","0.50","2","3","519885","3","9.37","8.72","3.00","2","3","1.33","6.00","1.50","0.50","0.50","0.33","2137.36","0.50","1.00","225.33","501.16","384.14","1927","1002.32","0.23","0.00","Winter"
"519888","2023-01-09","39","F","false","false","Usa","Las Vegas","8","2.59","21.00","4","0","0.50","0.00","","0.15","0.00","0.38","0.67","3","4","519888","4","7.09","10.64","4.33","3","4","1.00","3.75","1.00","1.00","1.00","0.75","1912.83","0.43","1.00","78.50","357.27","357.27","1154.50","1071.80","0.19","0.00","Winter"
"519893","2023-01-09","43","F","true","false","Usa","Spokane","9","2.87","23.11","4","0","0.44","0.00","0.15","","0.11","0.00","0.00","3","4","519893","4","9.07","8.20","2.67","3","4","1.50","2.75","1.67","0.67","0.67","0.50","2934.78","1.00","1.00","159.75","924.24","515.13","2188","2772.72","0.31","0.00","Winter"
"519896","2023-01-09","47","F","true","false","Usa","Miami","9","3.41","27.44","3","0","0.33","0.00","0.10","0.15","0.11","0.22","0.67","3","3","519896","3","88.46","88.88","10.00","3","3","1.00","9.00","1.33","0.67","0.67","0.67","6429.93","0.25","1.00","193.00","2044.59","1180.01","5760.30","6133.78","0.32","0.00","Spring"
"519897","2023-01-09","18","F","false","false","Usa","Tulsa","8","0.91","7.25","0","0","0.00","","0.10","0.05","0.25","0.13","0.00","0","0","519897","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"519905","2023-01-09","42","F","true","false","Canada","Montreal","8","1.70","13.88","2","0","0.25","0.00","","","0.00","0.00","","2","2","519905","2","7.29","7.48","4.50","2","2","1.00","3.00","1.00","1.00","1.00","1.00","2042.25","0.33","1.00","401.00","356.11","356.11","2818","712.21","0.17","0.00","Winter"
"519911","2023-01-09","40","F","false","false","Canada","Toronto","9","2.47","19.89","6","0","0.67","0.00","0.10","0.05","0.22","0.11","0.33","6","6","519911","6","6.66","6.84","5.33","6","6","1.00","4.00","1.00","0.17","0.17","0.17","1794.84","1.50","1.00","136.83","313.26","313.26","3298","1869.354","0.17","0.17","Spring"
"519912","2023-01-09","45","M","false","false","Usa","Houston","8","2.14","17.25","4","0","0.50","0.00","0.15","","0.13","0.00","1.00","4","4","519912","4","8.88","9.06","5.00","4","4","1.00","2.50","1.00","0.50","0.50","0.50","1821.02","1.00","0.50","184.25","219.10","219.10","2043","855.4145","0.12","0.00","Winter"
"519943","2023-01-09","59","F","true","true","Canada","Toronto","9","1.15","9.33","0","0","0.00","","","0.07","0.00","0.33","0.00","0","0","519943","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"519955","2023-01-09","38","F","false","false","Usa","Orlando","8","1.93","15.50","2","0","0.25","0.00","0.20","","0.25","0.00","0.50","2","2","519955","2","6.83","7.06","4.50","2","2","1.00","2.50","1.00","0.50","0.50","0.50","2665.30","1.00","1.00","169.50","474.11","474.11","1101","879.63","0.17","0.00","Winter"
"519957","2023-01-09","54","F","true","false","Usa","New York","8","1.93","15.50","2","0","0.25","0.00","0.05","0.13","0.25","0.38","0.20","2","2","519957","2","7.87","8.16","4.00","2","2","1.00","2.00","1.00","1.00","0.50","0.50","4047.45","0.50","0.50","125.50","549.54","549.54","502","1063.3940","0.13","0.00","Winter"
"519961","2023-01-09","31","F","false","false","Usa","New York","9","2.03","16.56","3","0","0.33","0.00","0.05","0.05","0.11","0.11","0.00","3","3","519961","3","8.49","8.66","2.67","3","3","1.00","1.67","1.00","0.67","0.67","0.67","1671.32","0.50","1.00","168.00","282.44","282.44","676","847.33","0.17","0.00","Spring"
"519965","2023-01-09","39","M","false","true","Usa","Oakland","8","2.31","18.63","3","0","0.38","0.00","0.10","0.15","0.13","0.38","0.50","3","3","519965","3","7.87","8.09","3.00","3","3","1.00","2.00","1.00","0.67","0.67","0.67","2662.80","0.60","1.00","331.00","447.55","447.55","2121.0","1275.743","0.16","0.00","Winter"
"519982","2023-01-09","22","F","false","true","Usa","Memphis","8","16.69","38.75","1","1","0.13","1.00","0.15","","0.25","0.00","0.00","1","0","519982","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Fall"
"520054","2023-01-09","35","F","false","true","Usa","Fort Worth","8","2.39","19.00","1","0","0.13","0.00","0.15","0.10","0.25","0.13","0.00","1","1","520054","1","6.47","6.57","3.00","1","1","1.00","1.00","1.00","0.00","0.00","0.00","286.95","1.00","1.00","287.00","51.23","51.23","287","51.23","0.18","0.00","Spring"
"520063","2023-01-09","37","F","false","true","Usa","San Antonio","11","1.81","14.64","2","0","0.18","0.00","","","0.00","0.00","","2","2","520063","2","6.75","6.91","3.00","2","2","1.00","1.00","1.00","0.00","0.00","0.00","1450.71","0.67","1.00","70.00","261.29","261.29","140","522.58","0.18","0.00","Winter"
"520097","2023-01-09","52","F","true","false","Usa","Louisville","8","2.39","19.00","4","0","0.50","0.00","0.15","0.05","0.38","0.13","0.50","4","3","520097","4","6.33","6.33","5.00","4","3","1.00","1.33","1.00","0.50","0.50","0.50","1101.11","1.00","1.00","132.33","192.03","192.03","464","743.652","0.17","0.00","Spring"
"520106","2023-01-09","26","F","false","true","Usa","Salt Lake City","8","2.32","18.88","1","0","0.13","0.00","0.25","","0.13","0.00","0.00","1","1","520106","1","8.65","8.79","4.00","1","1","1.00","2.00","1.00","1.00","1.00","1.00","1112.71","1.00","1.00","245.00","185.18","185.18","490","185.18","0.17","0.00","Spring"
"520141","2023-01-09","43","F","false","false","Usa","New York","8","2.38","19.25","3","0","0.38","0.00","0.08","","0.25","0.00","0.00","2","3","520141","3","7.59","8.56","5.00","2","3","1.00","3.67","1.00","0.50","0.50","0.33","1416.34","0.50","1.00","169.00","257.02","257.02","1876","514.03","0.18","0.00","Winter"
"520152","2023-01-09","47","F","true","true","Usa","Phoenix","9","2.18","17.56","4","0","0.44","0.00","0.10","","0.11","0.00","1.00","3","4","520152","4","8.08","8.36","3.67","3","4","1.25","4.25","1.00","1.00","0.67","0.50","1395.98","1.50","1.00","184.25","237.94","237.94","2662","703.916","0.17","0.00","Spring"
"520170","2023-01-09","25","F","false","true","Usa","Omaha","8","1.58","12.75","2","0","0.25","0.00","0.20","0.10","0.13","0.13","0.00","1","2","520170","2","11.39","7.35","2.00","1","2","2.00","3.00","2.00","0.00","0.00","0.00","2196.91","1.00","1.00","113.50","701.13","350.57","1670","701.13","0.32","0.00","Winter"
"520175","2023-01-09","52","F","false","false","Usa","Atlanta","8","3.34","27.00","3","0","0.38","0.00","0.15","0.08","0.25","0.25","0.50","3","3","520175","3","7.51","7.68","3.33","3","3","1.00","2.33","1.00","0.67","0.67","0.67","1644.59","0.75","1.00","119.00","305.42","305.42","842.50","890.547","0.18","0.00","Winter"
"520177","2023-01-09","54","F","true","false","Usa","Nashville","10","2.50","20.00","6","0","0.60","0.00","","0.07","0.00","0.30","0.33","5","4","520177","6","7.44","9.87","4.20","5","4","1.00","6.00","1.00","0.40","0.40","0.33","1301.90","0.83","1.00","155.00","230.05","230.05","2666.8","1150.25","0.18","0.00","Winter"
"520182","2023-01-09","44","F","true","true","Usa","New York","8","1.58","12.63","3","0","0.38","0.00","0.08","","0.25","0.00","0.00","3","1","520182","3","7.66","8.89","3.67","3","1","1.00","6.00","1.33","0.67","0.67","0.67","2325.43","0.43","1.00","355.00","457.03","428.78","2130","1371.08","0.20","0.00","Winter"
"520188","2023-01-09","36","F","false","false","Canada","Victoria","8","2.76","22.13","2","0","0.25","0.00","","0.25","0.00","0.25","0.50","1","2","520188","2","7.42","6.62","4.00","1","2","1.00","4.50","1.00","1.00","1.00","0.50","2867.73","1.00","1.00","74.00","488.46","488.46","531.60","488.46","0.17","0.00","Spring"
"520193","2023-01-09","50","F","false","false","Usa","El Paso","8","1.41","11.38","3","0","0.38","0.00","0.15","","0.13","0.00","0.00","3","3","520193","3","7.53","7.77","4.00","3","3","1.00","2.67","1.00","1.00","0.67","0.67","3007.96","1.00","1.00","166.33","518.62","518.62","1429","1555.85","0.17","0.00","Spring"
"520225","2023-01-09","43","F","false","true","Usa","San Jose","8","2.22","17.75","5","0","0.63","0.00","0.13","","0.25","0.00","1.00","5","5","520225","5","7.62","7.81","3.60","5","5","1.00","2.60","1.00","0.60","0.60","0.60","2095.07","0.71","1.00","139.40","393.28","393.28","1707","1839.6635","0.18","0.00","Spring"
"520244","2023-01-09","42","F","true","false","Usa","New York","8","1.76","14.25","2","0","0.25","0.00","0.10","0.18","0.13","0.25","0.00","2","2","520244","2","5.79","6.03","8.00","2","2","1.00","4.00","1.00","0.50","0.50","0.50","3010.46","0.50","0.50","93.00","377.04","377.04","792","754.08","0.13","0.00","Spring"
"520248","2023-01-09","39","F","false","true","Usa","New York","8","3.17","25.63","4","0","0.50","0.00","0.20","","0.13","0.00","1.00","4","4","520248","4","7.88","8.10","3.25","4","4","1.00","2.00","1.00","0.25","0.25","0.25","2569.09","0.67","1.00","262.25","481.50","481.50","1547","1878.804","0.18","0.00","Winter"
"520250","2023-01-09","55","M","true","false","Usa","Austin","8","2.32","18.63","4","0","0.50","0.00","","0.10","0.00","0.25","0.50","4","4","520250","4","8.18","8.34","3.00","4","4","1.25","2.00","1.25","0.50","0.50","0.50","1541.98","0.57","1.00","154.75","358.54","239.23","1507.30","1434.16","0.23","0.25","Spring"
"520256","2023-01-09","43","F","true","false","Usa","Dallas","8","2.07","16.75","4","0","0.50","0.00","0.05","0.05","0.13","0.13","0.50","3","4","520256","4","6.11","13.86","4.33","3","4","1.25","5.00","1.33","0.00","0.00","0.00","885.47","1.50","1.00","125.50","186.00","162.00","1919.00","558.01","0.21","0.25","Spring"
"520265","2023-01-09","42","F","true","true","Usa","Fresno","8","1.84","14.88","5","0","0.63","0.00","0.15","0.08","0.13","0.25","0.33","4","5","520265","5","8.43","9.04","5.75","4","5","1.00","5.00","1.00","0.25","0.25","0.20","3143.61","0.57","1.00","136.40","581.52","581.52","3847.50","2326.06","0.18","0.20","Winter"
"520277","2023-01-09","39","F","false","false","Usa","Omaha","8","1.95","16.00","2","0","0.25","0.00","0.15","0.13","0.25","0.25","0.00","2","2","520277","2","7.21","7.37","2.50","2","2","1.00","1.50","1.00","0.00","0.00","0.00","1353.77","0.50","1.00","75.00","242.20","242.20","265","484.40","0.18","0.00","Spring"
"520291","2023-01-09","37","M","true","false","Usa","Los Angeles","9","3.24","26.22","4","0","0.44","0.00","0.13","0.08","0.22","0.22","0.25","4","4","520291","4","7.63","7.87","6.50","4","4","1.00","5.50","1.00","1.25","1.00","1.00","2884.44","0.67","1.00","138.75","505.79","505.79","2783.60","2023.15","0.18","0.00","Winter"
"520298","2023-01-09","42","F","false","false","Usa","Houston","8","2.54","20.50","2","0","0.25","0.00","0.23","0.05","0.25","0.13","0.67","1","2","520298","2","7.39","6.31","4.00","1","2","1.00","3.50","1.00","2.00","1.00","0.50","1686.90","1.00","1.00","282.50","311.82","311.82","1934.20","218.274","0.13","0.00","Spring"
"520307","2023-01-09","51","F","false","false","Usa","Buffalo","8","1.38","11.25","3","0","0.38","0.00","0.20","0.13","0.25","0.25","0.50","3","3","520307","3","7.22","7.38","3.67","3","3","1.00","2.33","1.00","0.33","0.33","0.33","1489.39","0.50","1.00","209.00","260.37","260.37","1314.00","781.12","0.17","0.00","Spring"
"520311","2023-01-09","48","F","true","true","Usa","Milwaukee","8","1.80","14.50","5","0","0.63","0.00","0.13","","0.25","0.00","0.50","4","2","520311","5","5.75","6.06","3.00","4","2","1.00","6.50","1.25","1.00","0.75","0.60","1158.06","0.57","1.00","197.50","232.68","206.01","2771","906.2695","0.20","0.00","Winter"
"520314","2023-01-09","17","F","false","true","Usa","New York","8","1.66","13.38","2","0","0.25","0.00","0.15","","0.38","0.00","0.00","0","2","520314","2","","9.49","","0","2","2.00","5.00","","","","0.00","","","","161.00","","","2620","","","0.00","Spring"
"520327","2023-01-09","25","F","false","false","Usa","New York","8","1.96","15.75","2","0","0.25","0.00","0.10","0.10","0.25","0.13","0.33","2","2","520327","2","7.27","7.52","1.50","2","2","1.00","1.00","1.00","0.00","0.00","0.00","3249.95","2.00","1.00","241.00","594.55","594.55","482","1120.857","0.17","0.00","Spring"
"520358","2023-01-09","50","F","true","false","Usa","Montgomery","8","1.66","13.38","4","0","0.50","0.00","","0.10","0.00","0.13","0.00","3","4","520358","4","8.21","7.23","4.33","3","4","1.00","3.50","1.00","1.00","0.67","0.50","1498.69","1.00","1.00","130.25","265.60","265.60","2078","796.80","0.18","0.00","Winter"
"520373","2023-01-09","49","F","false","true","Usa","Buffalo","8","2.11","17.13","3","0","0.38","0.00","","","0.00","0.00","","3","3","520373","3","9.42","9.55","4.50","3","3","1.33","3.00","1.33","0.00","0.00","0.00","883.31","1.00","0.67","174.67","149.77","137.68","1967","449.31","0.17","0.00","Spring"
"520397","2023-01-09","44","F","true","false","Usa","Austin","9","15.92","43.44","4","1","0.44","0.25","0.10","","0.11","0.00","0.00","4","2","520397","3","6.45","6.16","6.00","3","2","1.00","2.00","1.00","0.33","0.33","0.33","2494.80","1.50","1.00","161.00","464.69","464.69","644","1394.06","0.19","0.00","Winter"
"520405","2023-01-09","31","F","false","false","Usa","Cleveland","8","1.03","8.25","1","0","0.13","0.00","0.20","","0.13","0.00","0.00","1","1","520405","1","6.14","6.27","2.00","1","1","1.00","1.00","1.00","1.00","1.00","1.00","818.79","1.00","1.00","164.00","142.46","142.46","164","142.46","0.17","0.00","Winter"
"520411","2023-01-09","40","F","true","false","Usa","Detroit","8","1.78","14.38","2","0","0.25","0.00","0.13","","0.38","0.00","0.00","2","2","520411","2","4.67","4.79","4.00","2","2","1.00","3.00","1.00","0.50","0.50","0.50","802.22","0.67","1.00","170.00","136.89","136.89","1228","273.78","0.17","0.00","Spring"
"520422","2023-01-09","38","F","false","false","Usa","Mobile","8","1.64","13.13","2","0","0.25","0.00","0.13","0.05","0.38","0.13","0.50","2","1","520422","2","7.32","4.24","3.50","2","1","1.00","3.00","1.00","0.00","0.00","0.00","1928.81","0.33","1.00","215.00","333.80","333.80","645","561.124","0.15","0.00","Winter"
"520429","2023-01-09","52","M","true","true","Usa","Winston-Salem","8","16.29","35.50","3","1","0.38","0.33","","0.05","0.00","0.13","0.00","3","2","520429","2","9.81","10.07","2.00","2","2","1.00","3.00","1.00","1.00","1.00","1.00","3462.82","1.00","0.50","177.00","541.19","541.19","1174","1082.37","0.16","0.00","Winter"
"520436","2023-01-09","47","F","true","false","Usa","Chicago","8","2.95","23.88","6","0","0.75","0.00","","","0.00","0.00","","5","6","520436","6","6.79","8.68","3.60","5","6","1.00","3.50","1.00","0.80","0.80","0.67","2177.81","0.83","1.00","132.50","388.54","388.54","2942","1942.70","0.18","0.00","Spring"
"520440","2023-01-09","36","F","true","false","Usa","New York","9","1.64","13.11","0","0","0.00","","0.05","","0.22","0.00","0.00","0","0","520440","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"520480","2023-01-09","38","F","false","false","Canada","Vancouver","8","1.64","13.25","3","0","0.38","0.00","0.10","0.08","0.25","0.38","0.60","3","2","520480","3","8.14","7.53","4.33","3","2","1.00","4.50","1.00","0.33","0.33","0.33","3886.44","1.50","1.00","63.50","703.14","703.14","511.8","1969.610","0.17","0.00","Winter"
"520491","2023-01-09","55","M","false","true","Usa","New York","8","2.04","16.25","5","0","0.63","0.00","0.15","","0.13","0.00","0.00","4","4","520491","5","7.28","9.91","2.25","4","4","1.25","1.75","1.25","1.25","0.50","0.40","2138.29","0.67","1.00","137.75","480.97","388.26","1089","1923.89","0.22","0.20","Winter"
"520497","2023-01-09","48","F","false","false","Usa","Long Beach","8","2.05","16.50","3","0","0.38","0.00","0.33","0.20","0.25","0.13","0.33","3","2","520497","3","8.06","7.78","3.33","3","2","1.00","2.50","1.00","1.00","0.67","0.67","3600.62","1.00","1.00","81.50","640.83","640.83","457","1610.245","0.15","0.00","Winter"
"520527","2023-01-09","33","F","false","false","Usa","Denver","8","1.60","12.75","2","0","0.25","0.00","0.05","0.15","0.13","0.13","0.00","2","2","520527","2","8.55","8.72","4.00","2","2","1.00","3.00","1.00","1.00","1.00","1.00","1744.04","0.50","1.00","215.50","320.28","320.28","1468","640.56","0.18","0.00","Spring"
"520530","2023-01-09","41","F","true","false","Usa","Los Angeles","8","2.10","16.88","4","0","0.50","0.00","0.08","0.10","0.25","0.38","0.40","4","4","520530","4","9.00","9.24","3.75","4","4","1.00","2.75","1.00","0.75","0.75","0.75","3032.62","0.67","1.00","131.75","544.48","544.48","1421.0","2141.4820","0.18","0.25","Spring"
"520532","2023-01-09","47","F","true","false","Usa","Washington","9","2.44","19.78","4","0","0.44","0.00","0.20","0.25","0.11","0.11","0.50","4","4","520532","4","8.94","9.12","5.50","4","4","1.00","4.00","1.00","0.75","0.75","0.75","1847.96","0.67","1.00","96.75","346.43","346.43","1455.50","1385.72","0.19","0.00","Winter"
"520539","2023-01-09","52","F","true","true","Usa","Little Rock","8","8.07","20.50","4","1","0.50","0.25","0.08","0.10","0.25","0.25","0.25","4","4","520539","3","6.51","6.68","2.67","3","3","1.00","1.67","1.00","0.33","0.33","0.33","1557.02","1.50","1.00","122.67","288.62","288.62","549","852.2715","0.18","0.33","Winter"
"520556","2023-01-09","34","F","false","true","Usa","Austin","8","2.27","18.25","5","0","0.63","0.00","0.09","0.10","0.50","0.13","0.60","4","4","520556","5","7.46","8.90","3.25","4","4","1.25","10.00","1.00","0.75","0.75","0.60","1318.71","0.57","1.00","165.75","249.77","249.77","9659.1","988.3590","0.19","0.00","Winter"
"520558","2023-01-09","36","F","false","false","Usa","Rochester","8","1.74","14.00","1","0","0.13","0.00","0.15","0.10","0.13","0.13","0.00","1","1","520558","1","6.97","7.17","7.00","1","1","1.00","5.00","1.00","0.00","0.00","0.00","2161.61","1.00","1.00","118.00","376.12","376.12","590","376.12","0.17","0.00","Spring"
